Accession	Protein	Gene	Gene_protein	X153173_BSA_d3_H	X153173_IL13_d3_H	X153741_BSA_d3_H	X153741_IL13_d3_H	X154142_BSA_d3_A	X154142_IL13_d3_A	X154417_BSA_d3_A	X154417_IL13_d3_A	X154651_BSA_d3_A	X154651_IL13_d3_A	X155404_BSA_d3_H	X155404_IL13_d3_H
HNRH2_HUMAN	Heterogeneous nuclear ribonucleoprotein H2 OS=Homo sapiens GN=HNRNPH2 PE=1 SV=1	HNRNPH2	HNRNPH2_HNRH2	2	2	4	2	4	3	3	0	4	0	0	0
HNRH3_HUMAN	Heterogeneous nuclear ribonucleoprotein H3 OS=Homo sapiens GN=HNRNPH3 PE=1 SV=2	HNRNPH3	HNRNPH3_HNRH3	2	0	3	1	2	1	2	1	1	3	0	0
HNRPK_HUMAN	Heterogeneous nuclear ribonucleoprotein K OS=Homo sapiens GN=HNRNPK PE=1 SV=1	HNRNPK	HNRNPK_HNRPK	6	4	4	3	7	4	6	5	7	6	5	4
HNRPL_HUMAN	Heterogeneous nuclear ribonucleoprotein L OS=Homo sapiens GN=HNRNPL PE=1 SV=2	HNRNPL	HNRNPL_HNRPL	1	5	7	2	6	4	2	2	3	6	3	2
HNRPM_HUMAN	Heterogeneous nuclear ribonucleoprotein M OS=Homo sapiens GN=HNRNPM PE=1 SV=3	HNRNPM	HNRNPM_HNRPM	2	2	6	1	8	3	8	4	6	7	5	2
HNRPR_HUMAN	Heterogeneous nuclear ribonucleoprotein R OS=Homo sapiens GN=HNRNPR PE=1 SV=1	HNRNPR	HNRNPR_HNRPR	1	4	3	3	5	0	0	0	4	0	3	2
HNRPU_HUMAN	Heterogeneous nuclear ribonucleoprotein U OS=Homo sapiens GN=HNRNPU PE=1 SV=6	HNRNPU	HNRNPU_HNRPU	3	4	9	5	6	4	5	3	6	3	4	3
HNRL1_HUMAN	Heterogeneous nuclear ribonucleoprotein U-like protein 1 OS=Homo sapiens GN=HNRNPUL1 PE=1 SV=2	HNRNPUL1	HNRNPUL1_HNRL1	0	0	1	0	0	0	0	0	0	0	0	0
HNRL2_HUMAN	Heterogeneous nuclear ribonucleoprotein U-like protein 2 OS=Homo sapiens GN=HNRNPUL2 PE=1 SV=1	HNRNPUL2	HNRNPUL2_HNRL2	0	0	0	0	1	0	1	0	0	0	0	0
HP1B3_HUMAN	Heterochromatin protein 1-binding protein 3 OS=Homo sapiens GN=HP1BP3 PE=1 SV=1	HP1BP3	HP1BP3_HP1B3	0	0	0	0	0	1	0	0	0	0	0	0
PGDH_HUMAN	15-hydroxyprostaglandin dehydrogenase [NAD(+)] OS=Homo sapiens GN=HPGD PE=1 SV=1	HPGD	HPGD_PGDH	0	2	0	2	0	0	0	1	0	0	0	0
HSBP1_HUMAN	Heat shock factor-binding protein 1 OS=Homo sapiens GN=HSBP1 PE=1 SV=1	HSBP1	HSBP1_HSBP1	1	0	1	0	0	0	0	0	0	0	0	0
HCD2_HUMAN	3-hydroxyacyl-CoA dehydrogenase type-2 OS=Homo sapiens GN=HSD17B10 PE=1 SV=3	HSD17B10	HSD17B10_HCD2	0	2	2	1	1	2	1	1	1	0	1	0
DHB12_HUMAN	Very-long-chain 3-oxoacyl-CoA reductase OS=Homo sapiens GN=HSD17B12 PE=1 SV=2	HSD17B12	HSD17B12_DHB12	0	1	0	2	0	0	0	0	0	1	0	0
DHB4_HUMAN	Peroxisomal multifunctional enzyme type 2 OS=Homo sapiens GN=HSD17B4 PE=1 SV=3	HSD17B4	HSD17B4_DHB4	1	4	5	4	1	3	1	3	1	3	1	2
HSDL2_HUMAN	Hydroxysteroid dehydrogenase-like protein 2 OS=Homo sapiens GN=HSDL2 PE=1 SV=1	HSDL2	HSDL2_HSDL2	0	0	1	2	0	0	0	0	0	0	0	0
HS90A_HUMAN	Heat shock protein HSP 90-alpha OS=Homo sapiens GN=HSP90AA1 PE=1 SV=5	HSP90AA1	HSP90AA1_HS90A	20	28	27	22	27	16	26	22	27	28	24	20
HS90B_HUMAN	Heat shock protein HSP 90-beta OS=Homo sapiens GN=HSP90AB1 PE=1 SV=4	HSP90AB1	HSP90AB1_HS90B	16	23	22	19	18	12	18	20	23	20	16	13
ENPL_HUMAN	Endoplasmin OS=Homo sapiens GN=HSP90B1 PE=1 SV=1	HSP90B1	HSP90B1_ENPL	16	19	19	17	14	17	12	22	15	23	14	20
HS71A_HUMAN	Heat shock 70 kDa protein 1A OS=Homo sapiens GN=HSPA1A PE=1 SV=1	HSPA1A	HSPA1A_HS71A	16	21	19	15	18	12	20	16	18	16	14	13
HSP74_HUMAN	Heat shock 70 kDa protein 4 OS=Homo sapiens GN=HSPA4 PE=1 SV=4	HSPA4	HSPA4_HSP74	0	0	0	0	0	0	0	2	0	0	0	0
HS74L_HUMAN	Heat shock 70 kDa protein 4L OS=Homo sapiens GN=HSPA4L PE=1 SV=3	HSPA4L	HSPA4L_HS74L	0	0	2	0	0	0	0	1	0	0	0	0
GRP78_HUMAN	78 kDa glucose-regulated protein OS=Homo sapiens GN=HSPA5 PE=1 SV=2	HSPA5	HSPA5_GRP78	17	26	28	24	19	22	22	26	18	29	17	23
HSP7C_HUMAN	Heat shock cognate 71 kDa protein OS=Homo sapiens GN=HSPA8 PE=1 SV=1	HSPA8	HSPA8_HSP7C	18	20	22	17	17	12	20	15	15	19	16	12
GRP75_HUMAN	"Stress-70 protein, mitochondrial OS=Homo sapiens GN=HSPA9 PE=1 SV=2"	HSPA9	HSPA9_GRP75	13	13	14	13	9	7	10	11	8	12	7	7
HSPB1_HUMAN	Heat shock protein beta-1 OS=Homo sapiens GN=HSPB1 PE=1 SV=2	HSPB1	HSPB1_HSPB1	7	8	8	8	8	9	8	8	8	10	9	8
CH60_HUMAN	"60 kDa heat shock protein, mitochondrial OS=Homo sapiens GN=HSPD1 PE=1 SV=2"	HSPD1	HSPD1_CH60	11	23	21	19	20	15	12	18	17	21	20	16
CH10_HUMAN	"10 kDa heat shock protein, mitochondrial OS=Homo sapiens GN=HSPE1 PE=1 SV=2"	HSPE1	HSPE1_CH10	2	5	4	1	3	4	2	1	1	3	2	3
PGBM_HUMAN	Basement membrane-specific heparan sulfate proteoglycan core protein OS=Homo sapiens GN=HSPG2 PE=1 SV=4	HSPG2	HSPG2_PGBM	0	2	0	5	0	2	0	6	0	0	0	0
HS105_HUMAN	Heat shock protein 105 kDa OS=Homo sapiens GN=HSPH1 PE=1 SV=1	HSPH1	HSPH1_HS105	2	2	6	0	0	0	4	0	5	0	1	0
HTAI2_HUMAN	Oxidoreductase HTATIP2 OS=Homo sapiens GN=HTATIP2 PE=1 SV=2	HTATIP2	HTATIP2_HTAI2	0	0	0	0	0	0	0	1	0	0	0	0
5HT3B_HUMAN	5-hydroxytryptamine receptor 3B OS=Homo sapiens GN=HTR3B PE=1 SV=1	HTR3B	HTR3B_5HT3B	0	0	0	0	1	0	0	0	0	0	0	0
HYOU1_HUMAN	Hypoxia up-regulated protein 1 OS=Homo sapiens GN=HYOU1 PE=1 SV=1	HYOU1	HYOU1_HYOU1	0	11	4	3	5	8	1	4	0	8	3	7
SYIM_HUMAN	"Isoleucine--tRNA ligase, mitochondrial OS=Homo sapiens GN=IARS2 PE=1 SV=2"	IARS2	IARS2_SYIM	0	4	1	0	1	0	1	3	0	1	2	0
ICAM1_HUMAN	Intercellular adhesion molecule 1 OS=Homo sapiens GN=ICAM1 PE=1 SV=2	ICAM1	ICAM1_ICAM1	0	1	0	0	0	0	0	0	0	0	0	0
IDHC_HUMAN	Isocitrate dehydrogenase [NADP] cytoplasmic OS=Homo sapiens GN=IDH1 PE=1 SV=2	IDH1	IDH1_IDHC	4	10	5	9	3	8	4	9	3	11	5	9
IDHP_HUMAN	"Isocitrate dehydrogenase [NADP], mitochondrial OS=Homo sapiens GN=IDH2 PE=1 SV=2"	IDH2	IDH2_IDHP	7	6	9	4	9	6	5	5	6	5	5	1
IDH3A_HUMAN	"Isocitrate dehydrogenase [NAD] subunit alpha, mitochondrial OS=Homo sapiens GN=IDH3A PE=1 SV=1"	IDH3A	IDH3A_IDH3A	0	1	1	0	0	0	0	1	0	1	1	0
IFT74_HUMAN	Intraflagellar transport protein 74 homolog OS=Homo sapiens GN=IFT74 PE=1 SV=1	IFT74	IFT74_IFT74	0	0	0	0	0	0	1	0	0	0	0	0
IF2B2_HUMAN	Insulin-like growth factor 2 mRNA-binding protein 2 OS=Homo sapiens GN=IGF2BP2 PE=1 SV=2	IGF2BP2	IGF2BP2_IF2B2	0	0	0	0	0	0	0	0	0	1	0	0
IBP2_HUMAN	Insulin-like growth factor-binding protein 2 OS=Homo sapiens GN=IGFBP2 PE=1 SV=2	IGFBP2	IGFBP2_IBP2	0	0	0	0	0	0	0	0	1	0	0	0
IBP3_HUMAN	Insulin-like growth factor-binding protein 3 OS=Homo sapiens GN=IGFBP3 PE=1 SV=2	IGFBP3	IGFBP3_IBP3	0	1	0	0	1	1	0	0	2	1	1	1
IBP7_HUMAN	Insulin-like growth factor-binding protein 7 OS=Homo sapiens GN=IGFBP7 PE=1 SV=1	IGFBP7	IGFBP7_IBP7	0	0	0	0	0	0	0	0	0	1	0	0
IL18_HUMAN	Interleukin-18 OS=Homo sapiens GN=IL18 PE=1 SV=1	IL18	IL18_IL18	0	0	0	1	0	0	0	0	0	0	0	0
IL1RA_HUMAN	Interleukin-1 receptor antagonist protein OS=Homo sapiens GN=IL1RN PE=1 SV=1	IL1RN	IL1RN_IL1RA	0	1	0	1	0	0	0	0	0	0	0	0
ILF3_HUMAN	Interleukin enhancer-binding factor 3 OS=Homo sapiens GN=ILF3 PE=1 SV=3	ILF3	ILF3_ILF3	0	0	0	0	0	0	0	0	0	1	0	0
MIC60_HUMAN	MICOS complex subunit MIC60 OS=Homo sapiens GN=IMMT PE=1 SV=1	IMMT	IMMT_MIC60	3	4	3	2	3	1	2	2	1	3	1	3
IMPA1_HUMAN	Inositol monophosphatase 1 OS=Homo sapiens GN=IMPA1 PE=1 SV=1	IMPA1	IMPA1_IMPA1	0	0	0	0	0	0	0	0	0	1	0	0
INF2_HUMAN	Inverted formin-2 OS=Homo sapiens GN=INF2 PE=1 SV=2	INF2	INF2_INF2	0	1	0	0	0	0	0	0	0	0	0	0
INT1_HUMAN	Integrator complex subunit 1 OS=Homo sapiens GN=INTS1 PE=1 SV=2	INTS1	INTS1_INT1	0	0	0	0	0	0	0	1	0	0	0	0
IQGA1_HUMAN	Ras GTPase-activating-like protein IQGAP1 OS=Homo sapiens GN=IQGAP1 PE=1 SV=1	IQGAP1	IQGAP1_IQGA1	1	14	2	9	6	6	4	11	5	13	5	8
ISOC2_HUMAN	Isochorismatase domain-containing protein 2 OS=Homo sapiens GN=ISOC2 PE=1 SV=1	ISOC2	ISOC2_ISOC2	0	1	0	0	0	0	0	0	0	1	0	0
ITAV_HUMAN	Integrin alpha-V OS=Homo sapiens GN=ITGAV PE=1 SV=2	ITGAV	ITGAV_ITAV	0	0	0	1	0	0	0	0	0	0	0	0
ITB1_HUMAN	Integrin beta-1 OS=Homo sapiens GN=ITGB1 PE=1 SV=2	ITGB1	ITGB1_ITB1	0	0	0	0	0	0	0	1	0	0	0	0
ITB6_HUMAN	Integrin beta-6 OS=Homo sapiens GN=ITGB6 PE=1 SV=2	ITGB6	ITGB6_ITB6	0	0	0	1	0	0	0	0	0	0	0	0
ITLN1_HUMAN	Intelectin-1 OS=Homo sapiens GN=ITLN1 PE=1 SV=1	ITLN1	ITLN1_ITLN1	0	0	0	0	0	4	0	5	0	5	0	6
ITLN2_HUMAN	Intelectin-2 OS=Homo sapiens GN=ITLN2 PE=2 SV=1	ITLN2	ITLN2_ITLN2	0	0	0	0	0	4	0	4	0	5	0	5
ITPR3_HUMAN	"Inositol 1,4,5-trisphosphate receptor type 3 OS=Homo sapiens GN=ITPR3 PE=1 SV=2"	ITPR3	ITPR3_ITPR3	0	4	0	3	0	1	0	2	0	1	0	2
IVD_HUMAN	"Isovaleryl-CoA dehydrogenase, mitochondrial OS=Homo sapiens GN=IVD PE=1 SV=1"	IVD	IVD_IVD	0	1	1	0	0	0	0	0	0	0	1	0
PLAK_HUMAN	Junction plakoglobin OS=Homo sapiens GN=JUP PE=1 SV=3	JUP	JUP_PLAK	0	2	1	0	2	3	0	1	2	2	1	2
KHDR1_HUMAN	"KH domain-containing, RNA-binding, signal transduction-associated protein 1 OS=Homo sapiens GN=KHDRBS1 PE=1 SV=1"	KHDRBS1	KHDRBS1_KHDR1	0	0	0	0	3	1	0	0	0	0	0	0
K0754_HUMAN	Uncharacterized protein KIAA0754 OS=Homo sapiens GN=KIAA0754 PE=2 SV=4	KIAA0754	KIAA0754_K0754	0	0	0	0	1	0	0	0	0	0	0	0
KIF14_HUMAN	Kinesin-like protein KIF14 OS=Homo sapiens GN=KIF14 PE=1 SV=1	KIF14	KIF14_KIF14	0	0	0	0	0	0	1	0	0	0	0	0
KIF4A_HUMAN	Chromosome-associated kinesin KIF4A OS=Homo sapiens GN=KIF4A PE=1 SV=3	KIF4A	KIF4A_KIF4A	0	1	0	0	0	0	0	0	0	0	0	0
KINH_HUMAN	Kinesin-1 heavy chain OS=Homo sapiens GN=KIF5B PE=1 SV=1	KIF5B	KIF5B_KINH	0	0	0	1	1	1	0	2	0	4	0	0
KLH32_HUMAN	Kelch-like protein 32 OS=Homo sapiens GN=KLHL32 PE=2 SV=2	KLHL32	KLHL32_KLH32	0	0	0	0	1	0	0	0	0	0	0	0
KLK10_HUMAN	Kallikrein-10 OS=Homo sapiens GN=KLK10 PE=1 SV=3	KLK10	KLK10_KLK10	0	0	0	0	1	0	0	0	0	1	0	0
KLK11_HUMAN	Kallikrein-11 OS=Homo sapiens GN=KLK11 PE=1 SV=2	KLK11	KLK11_KLK11	0	0	0	0	1	0	0	0	0	0	0	0
IMB1_HUMAN	Importin subunit beta-1 OS=Homo sapiens GN=KPNB1 PE=1 SV=2	KPNB1	KPNB1_IMB1	0	1	0	0	0	1	0	0	0	2	0	0
K2C1_HUMAN	"Keratin, type II cytoskeletal 1 OS=Homo sapiens GN=KRT1 PE=1 SV=6"	KRT1	KRT1_K2C1	12	11	19	20	10	8	21	6	23	9	9	7
K1C10_HUMAN	"Keratin, type I cytoskeletal 10 OS=Homo sapiens GN=KRT10 PE=1 SV=6"	KRT10	KRT10_K1C10	12	11	14	14	9	4	17	6	24	4	4	5
K1C13_HUMAN	"Keratin, type I cytoskeletal 13 OS=Homo sapiens GN=KRT13 PE=1 SV=4"	KRT13	KRT13_K1C13	24	10	24	8	7	0	21	12	8	0	0	0
K1C14_HUMAN	"Keratin, type I cytoskeletal 14 OS=Homo sapiens GN=KRT14 PE=1 SV=4"	KRT14	KRT14_K1C14	17	23	16	23	0	9	17	12	15	0	0	0
K1C15_HUMAN	"Keratin, type I cytoskeletal 15 OS=Homo sapiens GN=KRT15 PE=1 SV=3"	KRT15	KRT15_K1C15	14	7	14	7	0	6	12	0	0	0	7	0
K1C16_HUMAN	"Keratin, type I cytoskeletal 16 OS=Homo sapiens GN=KRT16 PE=1 SV=4"	KRT16	KRT16_K1C16	18	22	14	19	10	11	10	15	13	12	9	9
K1C17_HUMAN	"Keratin, type I cytoskeletal 17 OS=Homo sapiens GN=KRT17 PE=1 SV=2"	KRT17	KRT17_K1C17	25	31	26	31	29	22	24	26	25	27	20	19
K1C18_HUMAN	"Keratin, type I cytoskeletal 18 OS=Homo sapiens GN=KRT18 PE=1 SV=2"	KRT18	KRT18_K1C18	13	14	15	13	17	10	12	10	13	13	9	7
K1C19_HUMAN	"Keratin, type I cytoskeletal 19 OS=Homo sapiens GN=KRT19 PE=1 SV=4"	KRT19	KRT19_K1C19	40	40	38	38	41	32	37	37	33	35	36	30
K22E_HUMAN	"Keratin, type II cytoskeletal 2 epidermal OS=Homo sapiens GN=KRT2 PE=1 SV=2"	KRT2	KRT2_K22E	11	9	13	13	7	6	16	8	28	7	6	0
K1C23_HUMAN	"Keratin, type I cytoskeletal 23 OS=Homo sapiens GN=KRT23 PE=1 SV=2"	KRT23	KRT23_K1C23	0	0	0	2	0	1	0	2	0	1	0	1
K2C4_HUMAN	"Keratin, type II cytoskeletal 4 OS=Homo sapiens GN=KRT4 PE=1 SV=4"	KRT4	KRT4_K2C4	24	25	31	24	18	11	28	20	23	12	20	9
K2C5_HUMAN	"Keratin, type II cytoskeletal 5 OS=Homo sapiens GN=KRT5 PE=1 SV=3"	KRT5	KRT5_K2C5	33	35	34	31	32	28	38	27	33	27	28	23
K2C6A_HUMAN	"Keratin, type II cytoskeletal 6A OS=Homo sapiens GN=KRT6A PE=1 SV=3"	KRT6A	KRT6A_K2C6A	26	35	29	32	23	27	29	31	27	30	25	28
K2C6B_HUMAN	"Keratin, type II cytoskeletal 6B OS=Homo sapiens GN=KRT6B PE=1 SV=5"	KRT6B	KRT6B_K2C6B	24	32	24	27	22	24	26	0	0	27	21	23
K2C6C_HUMAN	"Keratin, type II cytoskeletal 6C OS=Homo sapiens GN=KRT6C PE=1 SV=3"	KRT6C	KRT6C_K2C6C	0	32	0	0	0	0	0	0	0	0	0	0
K2C7_HUMAN	"Keratin, type II cytoskeletal 7 OS=Homo sapiens GN=KRT7 PE=1 SV=5"	KRT7	KRT7_K2C7	24	27	29	24	27	18	26	22	27	25	24	18
K2C73_HUMAN	"Keratin, type II cytoskeletal 73 OS=Homo sapiens GN=KRT73 PE=1 SV=1"	KRT73	KRT73_K2C73	0	0	0	0	0	0	0	0	5	0	0	0
K2C8_HUMAN	"Keratin, type II cytoskeletal 8 OS=Homo sapiens GN=KRT8 PE=1 SV=7"	KRT8	KRT8_K2C8	35	36	36	33	37	27	32	30	29	34	27	21
K1C9_HUMAN	"Keratin, type I cytoskeletal 9 OS=Homo sapiens GN=KRT9 PE=1 SV=3"	KRT9	KRT9_K1C9	10	7	20	14	7	2	24	5	20	3	2	4
KTN1_HUMAN	Kinectin OS=Homo sapiens GN=KTN1 PE=1 SV=1	KTN1	KTN1_KTN1	0	2	0	1	1	0	0	1	0	2	0	1
LAMA3_HUMAN	Laminin subunit alpha-3 OS=Homo sapiens GN=LAMA3 PE=1 SV=2	LAMA3	LAMA3_LAMA3	0	5	0	6	0	1	0	6	0	2	0	0
LAMB3_HUMAN	Laminin subunit beta-3 OS=Homo sapiens GN=LAMB3 PE=1 SV=1	LAMB3	LAMB3_LAMB3	0	8	0	9	1	2	0	7	0	2	0	1
LAMC2_HUMAN	Laminin subunit gamma-2 OS=Homo sapiens GN=LAMC2 PE=1 SV=2	LAMC2	LAMC2_LAMC2	2	9	0	5	2	3	0	7	0	3	0	1
LAMP1_HUMAN	Lysosome-associated membrane glycoprotein 1 OS=Homo sapiens GN=LAMP1 PE=1 SV=3	LAMP1	LAMP1_LAMP1	0	1	2	4	1	3	4	4	2	3	0	3
LAMP2_HUMAN	Lysosome-associated membrane glycoprotein 2 OS=Homo sapiens GN=LAMP2 PE=1 SV=2	LAMP2	LAMP2_LAMP2	1	2	0	2	0	2	2	2	1	2	0	1
AMPL_HUMAN	Cytosol aminopeptidase OS=Homo sapiens GN=LAP3 PE=1 SV=3	LAP3	LAP3_AMPL	0	4	2	1	0	2	1	2	1	2	1	1
LASP1_HUMAN	LIM and SH3 domain protein 1 OS=Homo sapiens GN=LASP1 PE=1 SV=2	LASP1	LASP1_LASP1	1	3	0	2	0	0	0	1	0	1	0	0
NGAL_HUMAN	Neutrophil gelatinase-associated lipocalin OS=Homo sapiens GN=LCN2 PE=1 SV=2	LCN2	LCN2_NGAL	7	6	6	5	10	7	7	11	8	8	7	7
LDB2_HUMAN	LIM domain-binding protein 2 OS=Homo sapiens GN=LDB2 PE=1 SV=1	LDB2	LDB2_LDB2	0	0	0	0	1	0	0	0	0	0	0	0
LDHA_HUMAN	L-lactate dehydrogenase A chain OS=Homo sapiens GN=LDHA PE=1 SV=2	LDHA	LDHA_LDHA	2	6	2	7	4	2	3	5	5	7	2	7
LDHB_HUMAN	L-lactate dehydrogenase B chain OS=Homo sapiens GN=LDHB PE=1 SV=2	LDHB	LDHB_LDHB	1	2	2	3	0	0	3	4	3	4	2	5
LETM1_HUMAN	Mitochondrial proton/calcium exchanger protein OS=Homo sapiens GN=LETM1 PE=1 SV=1	LETM1	LETM1_LETM1	0	3	2	3	2	1	0	4	0	3	0	1
LEG1_HUMAN	Galectin-1 OS=Homo sapiens GN=LGALS1 PE=1 SV=2	LGALS1	LGALS1_LEG1	0	1	0	1	0	0	0	1	1	2	0	0
LEG3_HUMAN	Galectin-3 OS=Homo sapiens GN=LGALS3 PE=1 SV=5	LGALS3	LGALS3_LEG3	1	2	3	2	0	0	2	3	2	2	1	3
LG3BP_HUMAN	Galectin-3-binding protein OS=Homo sapiens GN=LGALS3BP PE=1 SV=1	LGALS3BP	LGALS3BP_LG3BP	4	8	6	5	6	4	5	6	6	4	5	3
LEG4_HUMAN	Galectin-4 OS=Homo sapiens GN=LGALS4 PE=1 SV=1	LGALS4	LGALS4_LEG4	0	0	0	0	0	0	0	0	0	0	1	0
LEG7_HUMAN	Galectin-7 OS=Homo sapiens GN=LGALS7 PE=1 SV=2	LGALS7	LGALS7_LEG7	4	5	3	4	0	2	3	3	3	5	3	3
LHPP_HUMAN	Phospholysine phosphohistidine inorganic pyrophosphate phosphatase OS=Homo sapiens GN=LHPP PE=1 SV=2	LHPP	LHPP_LHPP	0	0	0	1	0	0	0	0	0	1	0	0
LITAF_HUMAN	Lipopolysaccharide-induced tumor necrosis factor-alpha factor OS=Homo sapiens GN=LITAF PE=1 SV=2	LITAF	LITAF_LITAF	0	0	0	1	0	0	1	0	0	0	0	0
LMAN1_HUMAN	Protein ERGIC-53 OS=Homo sapiens GN=LMAN1 PE=1 SV=2	LMAN1	LMAN1_LMAN1	1	4	2	5	3	3	3	6	2	5	0	4
LMAN2_HUMAN	Vesicular integral-membrane protein VIP36 OS=Homo sapiens GN=LMAN2 PE=1 SV=1	LMAN2	LMAN2_LMAN2	0	3	2	1	0	1	0	2	0	3	0	2
LMNA_HUMAN	Prelamin-A/C OS=Homo sapiens GN=LMNA PE=1 SV=1	LMNA	LMNA_LMNA	11	12	13	11	11	10	11	11	9	15	13	12
LMNB1_HUMAN	Lamin-B1 OS=Homo sapiens GN=LMNB1 PE=1 SV=2	LMNB1	LMNB1_LMNB1	0	1	0	0	4	1	0	2	0	3	2	2
LMNB2_HUMAN	Lamin-B2 OS=Homo sapiens GN=LMNB2 PE=1 SV=4	LMNB2	LMNB2_LMNB2	0	0	2	0	0	0	2	0	3	2	0	0
LMO7_HUMAN	LIM domain only protein 7 OS=Homo sapiens GN=LMO7 PE=1 SV=3	LMO7	LMO7_LMO7	0	1	0	0	0	0	0	0	0	1	0	1
LONM_HUMAN	"Lon protease homolog, mitochondrial OS=Homo sapiens GN=LONP1 PE=1 SV=2"	LONP1	LONP1_LONM	0	1	0	0	0	0	0	0	0	1	0	0
A2GL_HUMAN	Leucine-rich alpha-2-glycoprotein OS=Homo sapiens GN=LRG1 PE=1 SV=2	LRG1	LRG1_A2GL	0	0	0	0	0	0	0	1	0	0	0	0
LPPRC_HUMAN	"Leucine-rich PPR motif-containing protein, mitochondrial OS=Homo sapiens GN=LRPPRC PE=1 SV=3"	LRPPRC	LRPPRC_LPPRC	1	4	3	3	2	1	1	3	3	2	2	2
LRC59_HUMAN	Leucine-rich repeat-containing protein 59 OS=Homo sapiens GN=LRRC59 PE=1 SV=1	LRRC59	LRRC59_LRC59	0	1	0	0	0	0	0	0	0	1	0	1
ERG7_HUMAN	Lanosterol synthase OS=Homo sapiens GN=LSS PE=1 SV=1	LSS	LSS_ERG7	0	1	0	0	0	1	0	0	0	0	0	1
LKHA4_HUMAN	Leukotriene A-4 hydrolase OS=Homo sapiens GN=LTA4H PE=1 SV=2	LTA4H	LTA4H_LKHA4	1	1	4	2	0	1	4	2	2	1	1	0
TRFL_HUMAN	Lactotransferrin OS=Homo sapiens GN=LTF PE=1 SV=6	LTF	LTF_TRFL	0	0	0	0	0	0	0	0	0	0	5	0
LY6D_HUMAN	Lymphocyte antigen 6D OS=Homo sapiens GN=LY6D PE=1 SV=1	LY6D	LY6D_LY6D	1	0	0	0	1	0	0	0	0	0	0	0
LYN_HUMAN	Tyrosine-protein kinase Lyn OS=Homo sapiens GN=LYN PE=1 SV=3	LYN	LYN_LYN	0	0	0	0	0	0	0	2	0	0	0	0
LYPD2_HUMAN	Ly6/PLAUR domain-containing protein 2 OS=Homo sapiens GN=LYPD2 PE=2 SV=1	LYPD2	LYPD2_LYPD2	1	1	1	1	1	1	1	1	1	0	1	1
LYPA1_HUMAN	Acyl-protein thioesterase 1 OS=Homo sapiens GN=LYPLA1 PE=1 SV=1	LYPLA1	LYPLA1_LYPA1	0	0	0	0	0	0	0	0	0	1	0	0
LYSC_HUMAN	Lysozyme C OS=Homo sapiens GN=LYZ PE=1 SV=1	LYZ	LYZ_LYSC	0	2	0	2	2	2	2	2	2	2	2	3
LZTL1_HUMAN	Leucine zipper transcription factor-like protein 1 OS=Homo sapiens GN=LZTFL1 PE=1 SV=1	LZTFL1	LZTFL1_LZTL1	0	0	0	0	0	0	1	0	1	0	0	0
MAGD2_HUMAN	Melanoma-associated antigen D2 OS=Homo sapiens GN=MAGED2 PE=1 SV=2	MAGED2	MAGED2_MAGD2	0	0	0	0	1	1	0	0	0	1	1	1
MAL2_HUMAN	Protein MAL2 OS=Homo sapiens GN=MAL2 PE=1 SV=1	MAL2	MAL2_MAL2	0	1	1	1	0	1	1	0	0	0	0	0
MANBA_HUMAN	Beta-mannosidase OS=Homo sapiens GN=MANBA PE=2 SV=3	MANBA	MANBA_MANBA	0	0	0	0	0	0	0	1	0	0	0	0
MANF_HUMAN	Mesencephalic astrocyte-derived neurotrophic factor OS=Homo sapiens GN=MANF PE=1 SV=3	MANF	MANF_MANF	0	0	0	0	0	1	0	0	0	1	0	1
AOFA_HUMAN	Amine oxidase [flavin-containing] A OS=Homo sapiens GN=MAOA PE=1 SV=1	MAOA	MAOA_AOFA	2	9	5	7	1	4	3	9	2	4	1	6
MARCS_HUMAN	Myristoylated alanine-rich C-kinase substrate OS=Homo sapiens GN=MARCKS PE=1 SV=4	MARCKS	MARCKS_MARCS	4	1	1	1	2	2	1	1	3	1	1	1
MRP_HUMAN	MARCKS-related protein OS=Homo sapiens GN=MARCKSL1 PE=1 SV=2	MARCKSL1	MARCKSL1_MRP	1	0	0	0	1	1	0	1	1	1	0	1
SYMC_HUMAN	"Methionine--tRNA ligase, cytoplasmic OS=Homo sapiens GN=MARS PE=1 SV=2"	MARS	MARS_SYMC	0	0	0	0	0	0	0	0	0	1	0	0
METK2_HUMAN	S-adenosylmethionine synthase isoform type-2 OS=Homo sapiens GN=MAT2A PE=1 SV=1	MAT2A	MAT2A_METK2	0	0	0	0	0	0	0	1	0	0	0	0
MATR3_HUMAN	Matrin-3 OS=Homo sapiens GN=MATR3 PE=1 SV=2	MATR3	MATR3_MATR3	0	1	0	0	1	0	0	0	1	0	1	0
MBOA7_HUMAN	Lysophospholipid acyltransferase 7 OS=Homo sapiens GN=MBOAT7 PE=1 SV=2	MBOAT7	MBOAT7_MBOA7	0	0	0	1	2	1	1	0	0	1	0	0
MCCA_HUMAN	"Methylcrotonoyl-CoA carboxylase subunit alpha, mitochondrial OS=Homo sapiens GN=MCCC1 PE=1 SV=3"	MCCC1	MCCC1_MCCA	0	0	0	0	0	0	0	0	0	1	0	0
MCCB_HUMAN	"Methylcrotonoyl-CoA carboxylase beta chain, mitochondrial OS=Homo sapiens GN=MCCC2 PE=1 SV=1"	MCCC2	MCCC2_MCCB	0	3	1	0	0	0	0	0	0	2	0	1
